City,Year,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),EV,GreenCover,PopulationDensity
Cuttack,2023,93.60101731728221,171.5915419978183,3.4254715900236588,28.00978368006857,17.66456870283176,15.397837920757363,10.926099812996727,1.1171706453560852,37.6675167523765,3.7845990143369175,8.139642697132617,,,1.5033221326164876,1.3248106768951788,23.987968135223813,80.8731960950764,1.2657620024523675,139.73729602905112,0.010534274193548384,0.0017893835616438348,53.49707248632333,,,12941,,
Cuttack,2024,44.58786885245902,93.93631147540984,1.771534090909091,17.496960227272726,10.342142857142857,9.3084375,6.59551912568306,0.7179234972677595,44.95476454293629,1.5948633879781422,2.9341803278688525,,,0.5391256830601092,0.5864179104477611,29.538442622950818,77.02002732240437,1.6828142076502732,198.05005464480877,0.03355191256830601,0.03306010928961749,46.69726775956284,,,16873,,
Cuttack,2025,46.94870523415978,99.7516253443526,2.896391184573003,21.7035261707989,13.807217630853996,10.465289256198348,6.363498622589531,1.0893939393939394,43.98669421487603,2.652617079889807,2.254435261707989,,,0.4574104683195592,0.3934159779614325,27.692093663911844,67.78151515151515,1.494435261707989,196.743305785124,0.040633608815427,3.8498630136986303,38.286914600550965,,,17552,,
Guwahati,2017,,,,,,,,,,,,,,,,,,,,,0.0,,,,54,29.41,230.81
Guwahati,2018,,,,,,,,,,,,,,,,,,,,,0.0,,,,262,29.41,230.81
Guwahati,2019,,,,,,,,,,,,,,,,,,,,,0.0,,,,630,29.41,230.81
Guwahati,2020,,,,,,,,,,,,,,,,,,,,,0.0,,,,985,29.41,230.81
Guwahati,2021,,,,,,,,,,,,,,,,,,,,,0.0,,,,1677,29.41,230.81
Guwahati,2022,95.94384615384615,182.69846153846154,8.138461538461538,30.317692307692308,22.743846153846157,13.070833333333333,10.184615384615386,2.2484615384615383,37.37307692307692,1.5546153846153847,,,,,,13.96923076923077,31.303846153846152,1.22,153.16153846153844,0.0,0.0,62.519999999999996,,,3033,29.41,230.81
Guwahati,2023,56.25002002321157,172.42667730908514,5.288647552465831,14.143299086344122,11.804270721771402,8.266483069304474,8.825176650597076,1.2971553321517493,43.98932141655976,0.45933586548416505,2.3954720592976866,,,0.4731834592988568,0.2771775882446712,24.83172461834876,78.14312851751112,2.023730294944945,142.9877295946519,0.03802157050645734,0.03660958904109588,97.64203524138652,,,4854,29.41,230.81
