Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,75.11,165.98,66.72,76.72,96.39,NA,18.81,1.60,10.94,1.56,17.55,5.59,NA,4.99,12.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-02 00:00:00,63.12,139.05,63.54,73.07,89.72,NA,20.51,1.32,11.69,1.18,15.92,4.98,NA,3.88,11.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-03 00:00:00,83.33,169.00,88.75,85.42,118.36,NA,27.89,1.44,12.79,1.35,15.18,4.49,NA,3.46,9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 00:00:00,106.40,198.25,114.19,97.79,145.12,NA,27.55,1.78,13.66,1.41,18.09,5.50,NA,4.76,12.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-05 00:00:00,69.85,144.91,47.65,82.53,82.87,NA,22.62,1.40,17.99,1.59,16.66,5.06,NA,4.65,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-06 00:00:00,59.71,131.73,23.32,70.11,56.49,NA,25.13,0.92,32.64,2.69,12.16,3.35,NA,2.76,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-07 00:00:00,59.86,132.45,26.68,72.95,61.40,NA,22.61,1.10,18.41,2.03,12.92,3.60,NA,2.83,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-08 00:00:00,67.56,148.58,46.37,84.13,83.92,NA,31.86,1.39,23.09,2.37,13.39,3.09,NA,2.57,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-09 00:00:00,75.67,172.14,58.33,91.86,96.79,NA,29.47,2.75,21.75,3.92,14.25,3.27,NA,2.79,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-10 00:00:00,81.12,175.00,53.75,85.10,89.78,NA,8.90,1.20,29.43,4.36,37.39,3.46,NA,2.84,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-11 00:00:00,86.48,178.70,57.53,77.88,88.90,NA,18.70,1.82,52.72,5.24,20.64,3.90,NA,3.77,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-12 00:00:00,73.11,155.55,14.29,60.54,45.92,NA,18.04,1.63,48.63,3.97,10.12,2.40,NA,2.20,5.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-13 00:00:00,73.74,158.45,27.97,67.94,61.04,NA,16.76,1.90,39.38,3.57,9.91,2.80,NA,2.20,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14 00:00:00,71.27,155.33,35.25,71.43,67.04,NA,19.13,2.01,25.63,3.94,10.41,3.00,NA,2.50,6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-15 00:00:00,57.16,122.27,43.86,64.99,71.30,NA,17.97,2.14,22.26,3.56,10.96,3.23,NA,2.43,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16 00:00:00,68.92,143.88,54.64,75.02,85.18,NA,NA,2.45,26.14,3.86,12.01,3.54,NA,3.39,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-17 00:00:00,75.10,159.54,64.93,77.74,94.49,NA,NA,2.54,26.97,4.47,14.19,4.17,NA,3.71,9.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-18 00:00:00,71.97,161.20,52.48,80.77,85.86,NA,NA,2.45,30.45,4.06,12.91,3.41,NA,2.71,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-19 00:00:00,75.45,167.87,56.01,82.52,89.61,NA,NA,2.48,37.08,4.38,13.05,4.34,NA,5.41,8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-20 00:00:00,79.00,171.49,67.51,91.41,103.98,NA,NA,2.81,35.57,5.40,15.77,5.09,NA,5.50,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-21 00:00:00,79.82,164.91,45.17,88.22,84.92,NA,10.85,2.62,42.88,6.09,17.53,6.00,NA,5.83,12.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-22 00:00:00,64.20,139.51,53.45,119.37,108.34,NA,6.52,2.41,43.34,5.22,13.81,4.68,NA,4.32,9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-23 00:00:00,76.72,147.14,65.12,124.79,120.16,NA,5.03,1.82,42.90,5.86,17.36,5.52,NA,5.06,11.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-24 00:00:00,95.78,207.76,114.34,108.90,151.53,NA,2.51,1.44,38.33,5.52,18.06,8.42,NA,4.99,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-25 00:00:00,24.51,151.03,104.57,99.50,138.05,NA,NA,2.04,32.41,5.36,16.13,6.03,NA,4.62,11.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-26 00:00:00,23.48,137.99,66.86,100.32,110.07,NA,NA,1.85,40.22,4.37,13.63,4.14,NA,3.40,8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27 00:00:00,74.87,136.20,62.28,122.10,115.56,NA,8.06,1.77,54.36,4.46,13.54,4.22,NA,3.24,9.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28 00:00:00,78.04,136.51,21.41,98.49,71.07,NA,7.74,1.32,85.44,3.92,8.80,2.46,NA,2.14,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
