Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,54.95,96.16,0.54,5.03,2.95,0.38,2.38,0.36,39.3,5.0,21.95,,,7.42,34.96,,,2.33,161.23,,,318.49,,
2024-01-02,51.14,89.49,0.33,4.46,2.48,0.28,2.53,0.37,30.96,5.05,17.38,,,5.24,25.56,,,2.27,154.45,,,295.49,,
2024-01-03,60.27,105.57,0.21,3.91,2.14,0.26,2.13,0.36,25.87,5.37,15.75,,,4.58,17.31,,,1.93,161.95,,,236.55,,
2024-01-04,58.41,102.45,0.58,4.38,2.68,0.39,3.02,0.36,26.15,4.52,17.36,,,5.28,23.81,,,2.28,182.39,,,347.07,,
2024-01-05,42.23,73.91,0.48,4.98,2.89,0.35,3.81,0.37,34.33,4.84,14.12,,,4.09,18.78,,,1.96,167.19,,,290.92,,
2024-01-06,53.16,93.03,0.32,4.59,2.58,0.35,2.17,0.36,25.91,4.52,16.91,,,4.87,24.41,,,2.6,143.35,,,273.24,,
2024-01-07,41.01,71.77,0.32,3.71,2.13,0.3,2.02,0.36,24.34,4.22,14.44,,,4.15,20.8,,,2.75,140.81,,,255.24,,
2024-01-08,38.24,66.93,0.4,3.81,2.21,0.33,2.38,0.37,28.37,4.05,16.83,,,5.42,25.37,,,3.04,139.22,,,339.76,,
2024-01-09,36.17,63.3,0.22,3.49,1.93,0.3,2.63,0.37,24.28,3.86,16.85,,,4.89,24.79,,,2.89,132.8,,,285.56,,
2024-01-10,25.17,44.04,0.19,3.09,1.7,0.26,2.28,0.36,30.16,2.57,10.66,,,3.21,14.49,,,2.89,110.38,,,251.33,,
